state,corp_type,emp_size,score,confidence,establishments,employees,avg_salary_thousands
Iowa,s-corp,20-49,37.6,high,3069,90362,44.401308071977155
Iowa,s-corp,250-499,47.6,low,64,20981,53.1768743148563
Iowa,s-corp,5-9,38.3,high,6547,43223,44.66973602017445
Iowa,s-corp,50-99,44.3,medium,948,63785,48.2563768911186
Iowa,s-corp,500-999,62.2,low,12,7257,77.89155298332645
Iowa,s-corp,1-4,30.2,high,20825,34183,52.46362226837902
Kansas,c-corp,1000+,45.9,low,38,87550,76.95107938320959
Kansas,c-corp,10-19,39.2,high,3150,42752,52.56771613023952
Kansas,c-corp,100-249,42.9,medium,613,94403,60.70944779297268
Kansas,c-corp,20-49,39.2,high,2553,76901,55.70914552476561
Kansas,c-corp,250-499,42.4,medium,210,69637,62.14305613395178
Kansas,c-corp,5-9,39.7,high,4116,27637,53.517530846329194
Kansas,c-corp,50-99,40.1,medium,881,60280,60.30622096881221
Kansas,c-corp,500-999,50.9,low,73,49638,79.96061485152504
Kansas,c-corp,1-4,35.8,high,6695,13069,69.23880939628128
Kansas,government,1000+,41.1,low,3,10726,84.05435390639568
Kansas,government,100-249,46.5,low,27,4516,48.92382639503986
Kansas,government,20-49,35,low,3,91,60.34065934065934
Kansas,government,250-499,41.9,low,7,2374,56.78812131423757
Kansas,government,50-99,47.5,low,20,1498,46.887182910547395
Kansas,government,500-999,51.2,low,3,1922,86.25442247658688
Kansas,sole-proprietor,10-19,40.3,medium,525,6956,31.99453709028177
Kansas,sole-proprietor,100-249,45.5,low,33,4822,60.54147656574035
Kansas,sole-proprietor,20-49,40.7,medium,263,7565,33.562062128222074
Kansas,sole-proprietor,250-499,39.9,low,7,2327,55.74946282767512
Kansas,sole-proprietor,5-9,37.6,high,1322,8548,29.580135704258307
Kansas,sole-proprietor,50-99,50.2,low,74,5151,48.35527082119977
Kansas,sole-proprietor,500-999,25.3,low,4,3132,34.22318007662835
Kansas,sole-proprietor,1-4,34.7,high,6918,10456,32.82412012241775
Kansas,nonprofit,1000+,41.9,low,7,15168,67.58695938818565
Kansas,nonprofit,10-19,35.8,medium,788,10752,39.47749255952381
Kansas,nonprofit,100-249,36.8,medium,170,23456,43.88966575716235
Kansas,nonprofit,20-49,36.6,medium,598,18039,41.128665668828646
Kansas,nonprofit,250-499,35.7,low,49,17684,41.8822099072608
Kansas,nonprofit,5-9,35.6,high,1328,8566,32.90789166472099
Kansas,nonprofit,50-99,36.4,medium,287,19781,38.474445174662556
Kansas,nonprofit,500-999,34.2,low,11,7572,46.83531431590069
Kansas,nonprofit,1-4,34.6,high,4134,8005,32.71417863835103
Kansas,other,10-19,42.4,low,85,1137,51.90061565523307
Kansas,other,100-249,36.6,low,5,788,47.607868020304565
Kansas,other,20-49,45,low,60,1801,54.24930594114381
Kansas,other,250-499,52.3,low,3,1286,113.00466562986003
Kansas,other,5-9,45.2,medium,140,890,54.01685393258427
Kansas,other,50-99,60.3,low,21,1357,64.67943994104643
Kansas,other,1-4,37.6,medium,294,628,60.70700636942675
Kansas,partnership,1000+,57.4,low,6,13994,100.66528512219523
Kansas,partnership,10-19,36.4,high,1415,19447,38.98395639430246
Kansas,partnership,100-249,40.9,medium,146,21397,55.27868392765341
Kansas,partnership,20-49,34.9,high,1187,35491,38.08647262686315
Kansas,partnership,250-499,48,low,29,9909,73.61156524371783
Kansas,partnership,5-9,37.2,high,1775,11882,40.87914492509678
Kansas,partnership,50-99,39.3,medium,358,23858,43.019071171095646
Kansas,partnership,500-999,35.9,low,17,11123,47.05933650993437
Kansas,partnership,1-4,31.8,high,4951,8589,60.0501804633834
Kansas,s-corp,1000+,58.4,low,9,21154,70.57804670511487
Kansas,s-corp,10-19,38.4,high,3872,52351,45.5411548967546
Kansas,s-corp,100-249,49.8,medium,289,41564,55.31474352805312
Kansas,s-corp,20-49,39.3,high,2531,75316,46.36867332306549
Kansas,s-corp,250-499,42.6,low,57,19206,49.714724565240026
Kansas,s-corp,5-9,37.6,high,5549,36884,44.75506994902939
Kansas,s-corp,50-99,44.8,medium,708,47882,48.87567353076312
Kansas,s-corp,500-999,47.1,low,17,10600,56.22943396226415
Kansas,s-corp,1-4,29.7,high,17549,28803,51.792903516994755
Kentucky,c-corp,1000+,39.5,low,62,139071,58.101423014143855
Kentucky,c-corp,10-19,39.1,high,4043,55835,49.201307423658996
Kentucky,c-corp,100-249,42,medium,825,127958,58.467762859688335
Kentucky,c-corp,20-49,37.3,high,3114,94012,50.22496064332213
Kentucky,c-corp,250-499,44.7,medium,346,115830,62.34219114219114
Kentucky,c-corp,5-9,38.9,high,4785,32160,50.98544776119403
Kentucky,c-corp,50-99,38.9,high,1161,81128,55.62111724681984
Kentucky,c-corp,500-999,46.4,medium,113,76813,64.3839975004231
Kentucky,c-corp,1-4,36.7,high,7968,15406,70.60943788134493
Kentucky,government,1000+,39.9,low,3,13334,81.86620668966552
Kentucky,government,100-249,30.6,low,3,596,46.36241610738255
Kentucky,government,500-999,39.3,low,3,2527,63.08705975464978
Kentucky,sole-proprietor,10-19,41.6,medium,585,7953,32.61448509996228
Kentucky,sole-proprietor,100-249,43.1,low,50,7810,52.03239436619718
Kentucky,sole-proprietor,20-49,43.8,medium,345,10248,35.541666666666664
Kentucky,sole-proprietor,250-499,46.7,low,12,3989,67.92529456004011
Kentucky,sole-proprietor,5-9,39.8,high,1358,8770,30.704561003420753
Kentucky,sole-proprietor,50-99,43.2,medium,126,8290,37.89553679131484
Kentucky,sole-proprietor,500-999,50.2,low,7,4596,77.07919930374239
Kentucky,sole-proprietor,1-4,34.6,high,6342,10077,33.757566736131785
Kentucky,nonprofit,1000+,44.9,low,28,56340,61.78287184948527
Kentucky,nonprofit,10-19,47,high,1228,16859,51.842102141289516
Kentucky,nonprofit,100-249,40.9,medium,173,25838,49.839577366669246
Kentucky,nonprofit,20-49,48.7,medium,935,28340,55.50261115031757
Kentucky,nonprofit,250-499,46.4,low,52,17687,58.130434782608695
Kentucky,nonprofit,5-9,43.5,high,1814,11920,44.236241610738254
Kentucky,nonprofit,50-99,44.1,medium,312,20886,51.31370295891985
Kentucky,nonprofit,500-999,45,low,31,22076,55.21299148396449
Kentucky,nonprofit,1-4,38.6,high,4717,9369,37.94225637741488
Kentucky,other,10-19,41.7,low,57,752,48.48936170212766
Kentucky,other,100-249,65.5,low,7,1115,102.93273542600897
Kentucky,other,20-49,37,low,19,536,46.71641791044776
Kentucky,other,5-9,40.8,low,50,326,51.487730061349694
Kentucky,other,50-99,37.3,low,3,222,45.71621621621622
Kentucky,other,1-4,35.1,low,76,146,66.78767123287672
Kentucky,partnership,1000+,30.3,low,5,8167,49.07640504469205
Kentucky,partnership,10-19,36.4,high,1840,24856,36.87789668490505
Kentucky,partnership,100-249,36.8,medium,272,40678,40.5565170362358
Kentucky,partnership,20-49,36.3,high,1456,44324,36.37559787022832
Kentucky,partnership,250-499,40.5,low,56,18115,49.07993375655534
Kentucky,partnership,5-9,35.5,high,2565,16642,35.76192765292633
Kentucky,partnership,50-99,39.2,medium,502,33670,40.80591030591031
Kentucky,partnership,500-999,43.2,low,17,11182,65.31398676444286
Kentucky,partnership,1-4,30.9,high,5533,9543,57.503091271088756
Kentucky,s-corp,1000+,37.6,low,8,11607,51.34677349875076
Kentucky,s-corp,10-19,35.8,high,5574,75564,40.56987454343338
Kentucky,s-corp,100-249,47.2,medium,363,54075,52.231493296347665
Kentucky,s-corp,20-49,36.6,high,3525,104668,41.49819429051859
Kentucky,s-corp,250-499,40.6,low,70,23415,46.83497757847534
Kentucky,s-corp,5-9,36.9,high,7846,52124,40.954032691274655
Kentucky,s-corp,50-99,42.9,medium,841,56621,47.60724819413292
Kentucky,s-corp,500-999,46.8,low,20,13583,52.88411985570198
Kentucky,s-corp,1-4,29.7,high,22298,38047,48.095355744211105
Louisiana,c-corp,1000+,45.5,low,26,49151,82.69970092164961
Louisiana,c-corp,10-19,41.3,high,4877,66662,53.66045123158621
Louisiana,c-corp,100-249,42.8,medium,791,117344,60.63137442050723
Louisiana,c-corp,20-49,41.6,high,3498,104347,56.39386853479257
Louisiana,c-corp,250-499,47.1,medium,231,77583,64.97714705541162
Louisiana,c-corp,5-9,39.4,high,6474,43247,48.71426919786344
Louisiana,c-corp,50-99,40.8,high,1234,85585,58.70936495881288
Louisiana,c-corp,500-999,52.1,low,68,45391,83.15527307175431
Louisiana,c-corp,1-4,37.4,high,10886,21289,63.22156982479215
Louisiana,government,1000+,41.3,low,7,12534,71.93274293920535
Louisiana,government,100-249,49.4,low,19,3173,53.1128269776237
Louisiana,government,250-499,48.9,low,16,5361,53.86420443947025
Louisiana,government,50-99,42.6,low,4,342,61.23684210526316
Louisiana,government,500-999,34.6,low,5,3538,50.577444884115316
Louisiana,sole-proprietor,1000+,42.6,low,3,5154,77.57411719053162
Louisiana,sole-proprietor,10-19,43.8,medium,811,10830,33.0320406278855
Louisiana,sole-proprietor,100-249,47.3,low,48,7382,60.11595773503116
Louisiana,sole-proprietor,20-49,45.7,medium,430,12592,36.610943456162644
Louisiana,sole-proprietor,250-499,53.8,low,15,5094,89.73949744797801
Louisiana,sole-proprietor,5-9,41.5,high,1674,10792,31.297442550037065
Louisiana,sole-proprietor,50-99,45.4,medium,109,7281,39.60060431259443
Louisiana,sole-proprietor,1-4,35.7,high,7337,11980,34.02378964941569
Louisiana,nonprofit,1000+,51.2,low,28,59785,72.81473613782721
Louisiana,nonprofit,10-19,38.1,high,1012,13671,40.26793943383805
Louisiana,nonprofit,100-249,40.7,medium,199,29025,49.471111111111114
Louisiana,nonprofit,20-49,38.3,medium,795,24153,42.16238148470169
Louisiana,nonprofit,250-499,44.9,low,40,13912,56.98461759631972
Louisiana,nonprofit,5-9,37.8,high,1664,10816,33.9894600591716
Louisiana,nonprofit,50-99,40.2,medium,359,25028,42.781604602844816
Louisiana,nonprofit,500-999,47.4,low,17,11621,67.55597624989244
Louisiana,nonprofit,1-4,36.3,high,3826,7722,35.271691271691274
Louisiana,other,10-19,39.2,low,20,267,53.71161048689139
Louisiana,other,20-49,37.2,low,19,576,46.736111111111114
Louisiana,other,250-499,37.5,low,4,1387,59.214131218457105
Louisiana,other,5-9,43.3,low,47,322,54.52795031055901
Louisiana,other,50-99,61.9,low,6,421,84.12589073634204
Louisiana,other,1-4,36.5,low,63,124,63.32258064516129
Louisiana,partnership,1000+,36.6,low,5,7183,63.77975776138104
Louisiana,partnership,10-19,40.1,high,2543,35163,39.400278702044766
Louisiana,partnership,100-249,43.4,medium,298,42293,57.23048731468565
Louisiana,partnership,20-49,40.1,high,2039,61035,40.471237814368806
Louisiana,partnership,250-499,49.8,low,46,15543,76.0981149070321
Louisiana,partnership,5-9,39.9,high,3211,21369,40.937994290795075
Louisiana,partnership,50-99,46.1,medium,578,39859,48.84098948794501
Louisiana,partnership,500-999,50.4,low,18,11253,86.21052163867414
Louisiana,partnership,1-4,32.5,high,7774,13726,54.94222643158968
Louisiana,s-corp,1000+,50.5,low,10,36128,64.6339404340124
Louisiana,s-corp,10-19,40.7,high,5549,74753,46.1830026888553
Louisiana,s-corp,100-249,45,medium,441,64051,49.12824155750886
Louisiana,s-corp,20-49,41.4,high,3583,107804,46.16828689102445
Louisiana,s-corp,250-499,50.6,low,67,22310,55.62702823845809
Louisiana,s-corp,5-9,40,high,8398,55806,44.76719349173924
Louisiana,s-corp,50-99,45.9,high,1050,71304,48.541049590485805
Louisiana,s-corp,500-999,49,low,19,12894,57.68698619512952
Louisiana,s-corp,1-4,33.3,high,25862,41951,55.059283449738984
Maine,c-corp,1000+,41.8,low,9,27114,78.77428634653684
Maine,c-corp,10-19,35.7,high,1298,17771,54.986551122615495
Maine,c-corp,100-249,34.6,medium,250,38946,55.005494787654705
Maine,c-corp,20-49,36.1,medium,954,28342,59.866276197868885
Maine,c-corp,250-499,40.4,low,65,21083,63.16269031921453
Maine,c-corp,5-9,36.5,high,1836,12269,55.80756377862907
Maine,c-corp,50-99,36,medium,339,23515,61.88654050605996
Maine,c-corp,500-999,44.4,low,21,14538,70.6046223689641
Maine,c-corp,1-4,37.4,high,3381,6498,80.96583564173592
Maine,sole-proprietor,10-19,39.1,medium,255,3263,34.619368679129636
Maine,sole-proprietor,100-249,32.2,low,7,1157,42.89628349178911
Maine,sole-proprietor,20-49,39.2,medium,123,3383,36.321608040201006
Maine,sole-proprietor,250-499,33,low,5,1695,50.76283185840708
Maine,sole-proprietor,5-9,35.7,medium,755,4888,29.866612111292962
Maine,sole-proprietor,50-99,52.8,low,24,1497,57.58316633266533
Maine,sole-proprietor,1-4,35.9,high,4505,6417,37.89247311827957
Maine,nonprofit,1000+,46,low,16,32210,69.86001241850357
Maine,nonprofit,10-19,39,medium,690,9173,45.64199280497111
Maine,nonprofit,100-249,41.5,low,96,13992,53.59048027444254
Maine,nonprofit,20-49,39.1,medium,448,13401,48.742108797850904
Maine,nonprofit,250-499,42,low,17,6321,60.80889099825977
Maine,nonprofit,5-9,38.2,medium,971,6393,42.88753323948068
Maine,nonprofit,50-99,39.5,medium,154,10704,48.64947683109118
Maine,nonprofit,500-999,43,low,13,9349,63.34345919349663
Maine,nonprofit,1-4,35,high,2170,4184,40.996414913957935
Maine,other,10-19,34.7,low,11,141,45.93617021276596
Maine,other,20-49,33.7,low,14,445,30.159550561797754
Maine,other,5-9,40.3,low,19,135,59.37777777777778
Maine,other,50-99,31.4,low,4,251,29.454183266932272
Maine,other,1-4,31.3,low,29,52,65.42307692307692
Maine,partnership,10-19,30.2,medium,596,8085,39.233395176252316
Maine,partnership,100-249,33.9,low,47,6567,45.470077661032434
Maine,partnership,20-49,30.1,medium,377,10877,39.3386043945941
Maine,partnership,250-499,45.7,low,10,3171,76.33112582781457
Maine,partnership,5-9,31.5,medium,733,4885,42.0632548618219
Maine,partnership,50-99,34.6,medium,124,8383,42.594178694977934
Maine,partnership,500-999,27,low,5,3073,37.70810283110966
Maine,partnership,1-4,29.5,high,2315,3402,66.2607289829512
Maine,s-corp,10-19,37.6,high,2355,31792,46.391356316054356
Maine,s-corp,100-249,49,medium,105,15349,59.58368623363086
Maine,s-corp,20-49,36.9,high,1403,41091,47.233384439414955
Maine,s-corp,250-499,51.2,low,16,5667,64.11116993118051
Maine,s-corp,5-9,39.1,high,3716,24717,47.1210098312902
Maine,s-corp,50-99,45.6,medium,342,22852,52.75415718536671
Maine,s-corp,1-4,30.8,high,12556,19778,58.90848417433512
Maryland,c-corp,1000+,53.2,low,53,120784,94.8573734931779
Maryland,c-corp,10-19,49.9,high,5664,77518,63.867708145204986
Maryland,c-corp,100-249,54.1,high,1282,191205,72.60890667085066
Maryland,c-corp,20-49,50.2,high,4801,144415,64.99798497386006
Maryland,c-corp,250-499,60.6,medium,345,118275,83.06066370746143
Maryland,c-corp,5-9,50.3,high,6851,45365,64.40974319409236
Maryland,c-corp,50-99,49.3,high,1841,129100,68.6037645236251
Maryland,c-corp,500-999,55.8,medium,123,85042,90.27351191176125
Maryland,c-corp,1-4,50.1,high,15665,27572,83.87773828521689
Maryland,government,10-19,53.5,low,12,126,48.888888888888886
Maryland,government,100-249,60.5,low,3,469,97.64392324093816
Maryland,government,250-499,60.1,low,3,1155,101.9064935064935
Maryland,government,5-9,60.5,low,19,131,69.46564885496183
Maryland,government,500-999,46.6,low,3,2181,71.3104080696928
Maryland,sole-proprietor,1000+,47.2,low,4,6422,83.81080660230458
Maryland,sole-proprietor,10-19,52.7,medium,897,12079,41.447636393741206
Maryland,sole-proprietor,100-249,44.1,low,54,7926,55.01337370678779
Maryland,sole-proprietor,20-49,50.9,medium,550,16934,40.88278020550372
Maryland,sole-proprietor,250-499,52.2,low,12,3665,83.60272851296044
Maryland,sole-proprietor,5-9,47.3,high,1633,10647,37.106039259885414
Maryland,sole-proprietor,50-99,49.7,medium,194,13260,42.68499245852187
Maryland,sole-proprietor,500-999,39.2,low,4,2695,66.3265306122449
Maryland,sole-proprietor,1-4,44.1,high,8767,13304,41.69490378833434
Maryland,nonprofit,1000+,55.8,low,48,133100,76.24024042073628
Maryland,nonprofit,10-19,45.1,high,1371,18649,46.880315298407425
Maryland,nonprofit,100-249,50.6,medium,311,47605,59.604705388089485
Maryland,nonprofit,20-49,48.7,high,1125,34819,53.32999224561303
Maryland,nonprofit,250-499,54.2,low,95,31767,66.69181855384518
Maryland,nonprofit,5-9,45,high,2181,14527,44.925242651614234
Maryland,nonprofit,50-99,51.8,medium,488,34090,57.08181284834262
Maryland,nonprofit,500-999,48.7,low,35,24185,61.95058920818689
Maryland,nonprofit,1-4,43.4,high,5497,10519,48.34385397851507
Maryland,other,10-19,40.7,low,49,707,53.38472418670438
Maryland,other,100-249,54.3,low,7,1008,72.2797619047619
Maryland,other,20-49,44.2,low,39,1174,54.21890971039182
Maryland,other,5-9,52.6,low,29,177,91.31073446327683
Maryland,other,50-99,42.4,low,20,1441,34.73351839000694
Maryland,other,1-4,37,low,62,113,80.35398230088495
Maryland,partnership,1000+,36.3,low,7,13227,57.4743328041128
Maryland,partnership,10-19,49.3,high,2623,36168,47.556320504313206
Maryland,partnership,100-249,47.8,medium,271,39497,66.95402182444236
Maryland,partnership,20-49,48.3,high,2140,64723,49.4084483104924
Maryland,partnership,250-499,53.1,low,64,22867,83.44373988717366
Maryland,partnership,5-9,50.2,high,2908,19450,52.760925449871465
Maryland,partnership,50-99,53,medium,693,47398,55.28094012405587
Maryland,partnership,500-999,52,low,22,15019,88.3606098941341
Maryland,partnership,1-4,39.4,high,7901,13239,69.58486290505326
Maryland,s-corp,1000+,38.5,low,16,103787,40.50055401928951
Maryland,s-corp,10-19,51.4,high,7721,103880,54.395080862533696
Maryland,s-corp,100-249,65.4,medium,722,103845,65.05588136164477
Maryland,s-corp,20-49,54,high,5026,150937,56.09522516016616
Maryland,s-corp,250-499,64.5,medium,121,40664,65.4354219948849
Maryland,s-corp,5-9,50.4,high,11290,74719,52.450153240808895
Maryland,s-corp,50-99,59.5,high,1578,107363,59.57931503404338
Maryland,s-corp,500-999,69.7,low,36,25169,81.56370932496324
Maryland,s-corp,1-4,39.5,high,39199,62559,62.28248533384485
Massachusetts,c-corp,1000+,70.6,medium,140,281015,129.0877106204295
Massachusetts,c-corp,10-19,57.6,high,6916,94247,72.19930607870808
Massachusetts,c-corp,100-249,72.7,high,1879,287854,99.30413334537647
Massachusetts,c-corp,20-49,61.7,high,6049,179080,79.90232856823766
Massachusetts,c-corp,250-499,79.2,medium,575,194853,115.96058567227603
Massachusetts,c-corp,5-9,54.5,high,9376,62339,70.39188950737099
Massachusetts,c-corp,50-99,65.6,high,2343,163626,92.94524708787112
Massachusetts,c-corp,500-999,79.7,medium,204,138934,149.80120057005485
Massachusetts,c-corp,1-4,51.7,high,20467,36127,90.23132283333794
Massachusetts,government,500-999,61.4,low,4,3251,97.15164564749308
Massachusetts,sole-proprietor,1000+,50.3,low,4,8628,85.58252202132591
Massachusetts,sole-proprietor,10-19,53.6,high,1041,13641,40.48757422476358
Massachusetts,sole-proprietor,100-249,54.6,low,81,13426,68.4441382392373
Massachusetts,sole-proprietor,20-49,55.8,medium,501,14887,49.481090884664475
Massachusetts,sole-proprietor,250-499,42.1,low,56,19734,39.695196108239585
Massachusetts,sole-proprietor,5-9,52.1,high,2612,16563,39.875445269576765
Massachusetts,sole-proprietor,50-99,73.4,medium,151,10419,76.36049524906421
Massachusetts,sole-proprietor,500-999,67.8,low,7,4725,129.79449735449737
Massachusetts,sole-proprietor,1-4,48.2,high,16274,24515,44.475831123801754
Massachusetts,nonprofit,1000+,59.6,low,83,337437,77.87598870307643
Massachusetts,nonprofit,10-19,49.8,high,2893,38511,47.90714341357015
Massachusetts,nonprofit,100-249,51.3,medium,506,76737,58.085134941423306
Massachusetts,nonprofit,20-49,51.4,high,1817,55154,54.61946549660949
Massachusetts,nonprofit,250-499,56.6,medium,133,45530,71.18954535471119
Massachusetts,nonprofit,5-9,50.4,high,3583,23980,49.11976647206005
Massachusetts,nonprofit,50-99,52.7,medium,788,54230,58.29826664208003
Massachusetts,nonprofit,500-999,51.6,low,60,40641,62.15299820378436
Massachusetts,nonprofit,1-4,46.1,high,6209,12088,52.51133355393779
Massachusetts,other,10-19,70.1,low,48,608,203.8815789473684
Massachusetts,other,100-249,64.8,low,13,2165,92.76812933025404
Massachusetts,other,20-49,49.2,low,40,1209,74.41191066997519
Massachusetts,other,250-499,67.5,low,3,1086,192.41068139963167
Massachusetts,other,5-9,42.8,low,49,326,56.32208588957055
Massachusetts,other,50-99,49.7,low,22,1498,45.807743658210946
Massachusetts,other,1-4,40.3,low,79,150,96.89333333333333
Massachusetts,partnership,1000+,71.9,low,20,34875,125.98325448028673
Massachusetts,partnership,10-19,57.4,high,2584,35246,60.364012937638314
Massachusetts,partnership,100-249,60.4,medium,367,54044,89.14147731478054
Massachusetts,partnership,20-49,55.6,high,2357,72648,58.64802885144808
Massachusetts,partnership,250-499,81.2,low,71,24741,148.96115759265996
Massachusetts,partnership,5-9,55.1,high,3125,20559,59.98185709421664
Massachusetts,partnership,50-99,68.1,medium,885,60336,74.19550517104216
Massachusetts,partnership,500-999,76.1,low,26,17646,140.23552079791455
Massachusetts,partnership,1-4,46.7,high,8835,14690,82.36317222600408
Massachusetts,s-corp,1000+,66,low,14,21887,98.7313930643761
Massachusetts,s-corp,10-19,54.2,high,9637,129248,57.435333622183705
Massachusetts,s-corp,100-249,67.7,medium,684,98057,69.7302385347298
Massachusetts,s-corp,20-49,56.8,high,6154,183585,59.14132962932702
Massachusetts,s-corp,250-499,71,medium,125,43088,76.04678796880802
Massachusetts,s-corp,5-9,56.2,high,14621,96266,57.64343589637048
Massachusetts,s-corp,50-99,66.4,high,1657,113319,65.8370793953353
Massachusetts,s-corp,500-999,64.4,low,45,30771,70.12849761138735
Massachusetts,s-corp,1-4,45.6,high,46696,77608,70.43847283785176
Michigan,c-corp,1000+,55.9,medium,141,349289,82.15378955535388
Michigan,c-corp,10-19,47.7,high,9431,129057,56.54693662490217
Michigan,c-corp,100-249,51.2,high,1918,288797,67.39796466029772
Michigan,c-corp,20-49,46.6,high,7450,222853,57.55587764131513
Michigan,c-corp,250-499,55.4,medium,650,218786,72.64405857778834
Michigan,c-corp,5-9,46.5,high,12372,82051,54.48338228662661
Michigan,c-corp,50-99,48.2,high,2633,180839,65.44672332848556
Michigan,c-corp,500-999,58.8,medium,220,150023,81.49375095818641
Michigan,c-corp,1-4,45.4,high,22583,40645,74.56540779923729
Michigan,government,1000+,51.2,low,7,26372,91.57322159866526
Michigan,government,100-249,50.4,low,7,1133,65.3486319505737
Michigan,government,250-499,50.5,low,6,2400,71.81166666666667
Michigan,government,500-999,41.9,low,4,2618,61.826585179526354
Michigan,sole-proprietor,1000+,45.7,low,6,15002,73.8430209305426
Michigan,sole-proprietor,10-19,46.2,high,1282,16941,32.829880172362905
Michigan,sole-proprietor,100-249,44.3,low,98,15364,47.62991408487373
Michigan,sole-proprietor,20-49,50,medium,671,20324,37.821295020665225
Michigan,sole-proprietor,250-499,53,low,21,7155,74.2146750524109
Michigan,sole-proprietor,5-9,43.8,high,2844,18435,30.46379170056957
Michigan,sole-proprietor,50-99,50.8,medium,244,17349,42.92201279612658
Michigan,sole-proprietor,500-999,42.5,low,8,5646,58.64541268154446
Michigan,sole-proprietor,1-4,42.9,high,15064,21775,39.18107921928817
Michigan,nonprofit,1000+,50,low,65,152172,63.20994663932918
Michigan,nonprofit,10-19,46.4,high,2819,37120,43.124030172413796
Michigan,nonprofit,100-249,48.3,medium,413,61338,52.45006358211875
Michigan,nonprofit,20-49,46.6,high,1971,59771,47.358719111274695
Michigan,nonprofit,250-499,55,medium,119,40359,65.46130974503828
Michigan,nonprofit,5-9,47,high,4651,30427,39.29845203273408
Michigan,nonprofit,50-99,47.7,medium,735,51304,48.54233588024326
Michigan,nonprofit,500-999,49.6,low,57,39959,58.87589779524012
Michigan,nonprofit,1-4,46.9,high,9258,18612,44.43638512787449
Michigan,other,10-19,41.8,low,68,944,52.27860169491525
Michigan,other,100-249,49,low,12,1877,56.241342567927546
Michigan,other,20-49,42.2,low,40,1356,48.9646017699115
Michigan,other,250-499,47.7,low,8,2605,61.39654510556622
Michigan,other,5-9,40.8,low,81,536,45.03731343283582
Michigan,other,50-99,51.3,low,32,2304,45.57855902777778
Michigan,other,500-999,40.8,low,3,1742,69.63030998851895
Michigan,other,1-4,36.8,medium,121,266,94.24436090225564
Michigan,partnership,1000+,36.1,low,13,43911,38.34412789506046
Michigan,partnership,10-19,42.1,high,3616,49371,39.31613700350408
Michigan,partnership,100-249,45.9,medium,463,71530,54.69292604501608
Michigan,partnership,20-49,42.1,high,2753,82323,40.71812251740097
Michigan,partnership,250-499,46.2,medium,173,54843,54.12165636453148
Michigan,partnership,5-9,43.1,high,4126,27274,43.25724132873799
Michigan,partnership,50-99,48.8,medium,851,58508,50.669378546523554
Michigan,partnership,500-999,48.9,low,31,20682,74.40000967024466
Michigan,partnership,1-4,43,high,10951,17679,73.90706487923525
Michigan,s-corp,1000+,44.6,low,29,59877,48.03854568532157
Michigan,s-corp,10-19,45.1,high,13559,183924,46.2034155412018
Michigan,s-corp,100-249,57.7,high,1034,151568,58.216998310989126
Michigan,s-corp,20-49,46.1,high,8926,266867,46.326717053813326
Michigan,s-corp,250-499,58.9,medium,216,72165,60.00526571052449
Michigan,s-corp,5-9,46.2,high,19525,129933,46.69497356329801
Michigan,s-corp,50-99,51.9,high,2470,168281,50.95787403212484
Michigan,s-corp,500-999,46,low,60,41674,48.87037481403273
Michigan,s-corp,1-4,38.7,high,60956,98012,57.818379382116476
Minnesota,c-corp,1000+,58,medium,111,261456,102.29558702037819
Minnesota,c-corp,10-19,45.7,high,5633,77496,58.08182357799112
Minnesota,c-corp,100-249,57.3,high,1233,189323,77.00948643323844
Minnesota,c-corp,20-49,46.4,high,4338,131631,61.26780925465886
Minnesota,c-corp,250-499,55.1,medium,465,160371,73.42702857748596
Minnesota,c-corp,5-9,46.1,high,5998,40398,61.177162235754246
Minnesota,c-corp,50-99,50.1,high,1636,113250,71.75809271523178
Minnesota,c-corp,500-999,58.5,medium,155,106522,91.95632827021647
Minnesota,c-corp,1-4,47.4,high,11111,20130,86.04923000496771
Minnesota,government,1000+,37,low,6,12422,66.30550635968443
Minnesota,government,10-19,44.6,low,79,994,23.899396378269618
Minnesota,government,100-249,47.7,low,18,2759,52.788329104748094
Minnesota,government,20-49,46.7,low,21,609,41.22660098522167
Minnesota,government,250-499,44.8,low,10,3374,52.71369294605809
Minnesota,government,5-9,44.3,low,76,533,21.78236397748593
Minnesota,government,50-99,51.5,low,10,646,59.6640866873065
Minnesota,government,500-999,28.2,low,5,3580,37.878212290502795
Minnesota,government,1-4,44.9,low,28,83,43.93975903614458
Minnesota,sole-proprietor,1000+,34.3,low,3,4369,63.96406500343328
Minnesota,sole-proprietor,10-19,44.9,medium,886,11700,32.864444444444445
Minnesota,sole-proprietor,100-249,51.8,low,69,10912,64.73176319648094
Minnesota,sole-proprietor,20-49,52.2,medium,446,13074,43.5823772372648
Minnesota,sole-proprietor,250-499,47.8,low,23,7517,59.439936144738596
Minnesota,sole-proprietor,5-9,41.9,high,1572,10186,31.86461810327901
Minnesota,sole-proprietor,50-99,49.8,medium,123,8905,46.88265019651881
Minnesota,sole-proprietor,500-999,54,low,5,3153,95.85315572470662
Minnesota,sole-proprietor,1-4,42.7,high,10019,13770,41.934059549745825
Minnesota,nonprofit,1000+,52.2,low,51,162224,67.21551681625407
Minnesota,nonprofit,10-19,42.7,high,2196,29695,39.2810237413706
Minnesota,nonprofit,100-249,47.6,medium,426,61631,53.41576479369149
Minnesota,nonprofit,20-49,44.9,high,1649,50345,44.362915880425064
